srcClass,srcMethod,dstClass,dstMethod
net.jforum.view.forum.common.AttachmentCommon,deleteAttachments,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.view.forum.common.AttachmentCommon,deleteAttachments,net.jforum.dao.DataAccessDriver,newAttachmentDAO
net.jforum.view.forum.common.AttachmentCommon,deleteAttachments,net.jforum.entities.Attachment,getId
net.jforum.view.forum.common.AttachmentCommon,editAttachments,net.jforum.context.RequestContext,getParameter
net.jforum.view.forum.common.AttachmentCommon,editAttachments,net.jforum.dao.AttachmentDAO,removeAttachment
net.jforum.view.forum.common.AttachmentCommon,editAttachments,net.jforum.dao.AttachmentDAO,selectAttachmentById
net.jforum.view.forum.common.AttachmentCommon,editAttachments,net.jforum.dao.AttachmentDAO,updateAttachment
net.jforum.view.forum.common.AttachmentCommon,editAttachments,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.view.forum.common.AttachmentCommon,editAttachments,net.jforum.dao.DataAccessDriver,newAttachmentDAO
net.jforum.view.forum.common.AttachmentCommon,editAttachments,net.jforum.entities.Attachment,getInfo
net.jforum.view.forum.common.AttachmentCommon,editAttachments,net.jforum.entities.AttachmentInfo,getPhysicalFilename
net.jforum.view.forum.common.AttachmentCommon,editAttachments,net.jforum.entities.AttachmentInfo,setComment
net.jforum.view.forum.common.AttachmentCommon,editAttachments,net.jforum.repository.SecurityRepository,canAccess
net.jforum.view.forum.common.AttachmentCommon,editAttachments,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.view.forum.common.AttachmentCommon,getAttachments,net.jforum.dao.AttachmentDAO,selectAttachments
net.jforum.view.forum.common.AttachmentCommon,getAttachments,net.jforum.repository.SecurityRepository,canAccess
net.jforum.view.forum.common.AttachmentCommon,getQuotaLimit,net.jforum.dao.AttachmentDAO,selectQuotaLimitByGroup
net.jforum.view.forum.common.AttachmentCommon,getQuotaLimit,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.view.forum.common.AttachmentCommon,getQuotaLimit,net.jforum.dao.DataAccessDriver,newUserDAO
net.jforum.view.forum.common.AttachmentCommon,getQuotaLimit,net.jforum.dao.UserDAO,selectById
net.jforum.view.forum.common.AttachmentCommon,getQuotaLimit,net.jforum.entities.Group,getId
net.jforum.view.forum.common.AttachmentCommon,getQuotaLimit,net.jforum.entities.QuotaLimit,<init>
net.jforum.view.forum.common.AttachmentCommon,getQuotaLimit,net.jforum.entities.QuotaLimit,getSize
net.jforum.view.forum.common.AttachmentCommon,getQuotaLimit,net.jforum.entities.QuotaLimit,getSizeInBytes
net.jforum.view.forum.common.AttachmentCommon,getQuotaLimit,net.jforum.entities.User,getGroupsList
net.jforum.view.forum.common.AttachmentCommon,insertAttachments,net.jforum.dao.AttachmentDAO,addAttachment
net.jforum.view.forum.common.AttachmentCommon,insertAttachments,net.jforum.entities.Attachment,getInfo
net.jforum.view.forum.common.AttachmentCommon,insertAttachments,net.jforum.entities.Attachment,setPostId
net.jforum.view.forum.common.AttachmentCommon,insertAttachments,net.jforum.entities.AttachmentInfo,getPhysicalFilename
net.jforum.view.forum.common.AttachmentCommon,insertAttachments,net.jforum.entities.Post,getId
net.jforum.view.forum.common.AttachmentCommon,insertAttachments,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.view.forum.common.AttachmentCommon,insertAttachments,net.jforum.util.stats.StatsEvent,<init>
net.jforum.view.forum.common.AttachmentCommon,insertAttachments,net.jforum.util.stats.StatsEvent,record
net.jforum.view.forum.common.AttachmentCommon,insertAttachments,net.jforum.view.forum.common.UploadUtils,getOriginalName
net.jforum.view.forum.common.AttachmentCommon,insertAttachments,net.jforum.view.forum.common.UploadUtils,saveUploadedFile
net.jforum.view.forum.common.AttachmentCommon,isPhysicalDownloadMode,net.jforum.dao.AttachmentDAO,isPhysicalDownloadMode
net.jforum.view.forum.common.AttachmentCommon,makeStoreFilename,net.jforum.SessionFacade,getUserSession
net.jforum.view.forum.common.AttachmentCommon,makeStoreFilename,net.jforum.entities.AttachmentExtension,getExtension
net.jforum.view.forum.common.AttachmentCommon,makeStoreFilename,net.jforum.entities.AttachmentInfo,getExtension
net.jforum.view.forum.common.AttachmentCommon,makeStoreFilename,net.jforum.entities.AttachmentInfo,getRealFilename
net.jforum.view.forum.common.AttachmentCommon,makeStoreFilename,net.jforum.entities.UserSession,getUserId
net.jforum.view.forum.common.AttachmentCommon,makeStoreFilename,net.jforum.util.Hash,md5
net.jforum.view.forum.common.AttachmentCommon,makeStoreFilename,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.SessionFacade,getUserSession
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.api.integration.mail.pop.POPMessage.POPAttachment,getData
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.api.integration.mail.pop.POPMessage.POPAttachment,getFileName
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.api.integration.mail.pop.POPMessage.POPAttachment,getMimeType
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.context.RequestContext,getObjectParameter
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.context.RequestContext,getParameter
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.dao.AttachmentDAO,extensionsForSecurity
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.dao.AttachmentDAO,selectExtension
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.Attachment,<init>
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.Attachment,setInfo
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.Attachment,setUserId
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.AttachmentExtension,isUnknown
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.AttachmentExtension,setExtension
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.AttachmentInfo,<init>
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.AttachmentInfo,setComment
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.AttachmentInfo,setExtension
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.AttachmentInfo,setFilesize
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.AttachmentInfo,setMimetype
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.AttachmentInfo,setPhysicalFilename
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.AttachmentInfo,setRealFilename
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.AttachmentInfo,setUploadTimeInMillis
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.QuotaLimit,exceedsQuota
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.QuotaLimit,getSizeInBytes
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.entities.UserSession,getUserId
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.exceptions.AttachmentException,<init>
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.exceptions.AttachmentSizeTooBigException,<init>
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.exceptions.BadExtensionException,<init>
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.util.I18n,getMessage
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.util.preferences.SystemGlobals,getIntValue
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.view.forum.common.UploadUtils,<init>
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.view.forum.common.UploadUtils,getBytes
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.view.forum.common.UploadUtils,getExtension
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.view.forum.common.UploadUtils,getMimeType
net.jforum.view.forum.common.AttachmentCommon,preProcess,net.jforum.view.forum.common.UploadUtils,getOriginalName
net.jforum.view.forum.common.AttachmentCommon,shouldCreateThumb,net.jforum.entities.Attachment,getInfo
net.jforum.view.forum.common.AttachmentCommon,shouldCreateThumb,net.jforum.entities.Attachment,isPicture
net.jforum.view.forum.common.AttachmentCommon,shouldCreateThumb,net.jforum.entities.AttachmentExtension,getExtension
net.jforum.view.forum.common.AttachmentCommon,shouldCreateThumb,net.jforum.entities.AttachmentInfo,getExtension
net.jforum.view.forum.common.AttachmentCommon,shouldCreateThumb,net.jforum.entities.AttachmentInfo,getPhysicalFilename
net.jforum.view.forum.common.AttachmentCommon,shouldCreateThumb,net.jforum.util.preferences.SystemGlobals,getBoolValue
net.jforum.view.forum.common.AttachmentCommon,shouldCreateThumb,net.jforum.util.preferences.SystemGlobals,getIntValue
net.jforum.view.forum.common.AttachmentCommon,shouldCreateThumb,net.jforum.util.preferences.SystemGlobals,getValue
net.jforum.view.forum.common.AttachmentCommon,unknown,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.view.forum.common.AttachmentCommon,unknown,net.jforum.dao.DataAccessDriver,newAttachmentDAO
net.jforum.view.forum.common.AttachmentCommon,unknown,net.jforum.repository.SecurityRepository,canAccess
net.jforum.view.forum.common.BannerCommon,activeBannerExists,net.jforum.dao.BannerDAO,selectActiveBannerByPlacement
net.jforum.view.forum.common.BannerCommon,getBanner,net.jforum.dao.BannerDAO,update
net.jforum.view.forum.common.BannerCommon,getBanner,net.jforum.entities.Banner,getComment
net.jforum.view.forum.common.BannerCommon,getBanner,net.jforum.entities.Banner,getViews
net.jforum.view.forum.common.BannerCommon,getBanner,net.jforum.entities.Banner,getWeight
net.jforum.view.forum.common.BannerCommon,getBanner,net.jforum.entities.Banner,setViews
net.jforum.view.forum.common.BannerCommon,getBanner,net.jforum.util.stats.StatsEvent,<init>
net.jforum.view.forum.common.BannerCommon,getBanner,net.jforum.util.stats.StatsEvent,record
net.jforum.view.forum.common.BannerCommon,unknown,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.view.forum.common.BannerCommon,unknown,net.jforum.dao.DataAccessDriver,newBannerDAO
net.jforum.view.forum.common.ForumCommon,checkUnreadPosts,net.jforum.entities.Forum,getLastPostInfo
net.jforum.view.forum.common.ForumCommon,checkUnreadPosts,net.jforum.entities.Forum,setUnread
net.jforum.view.forum.common.ForumCommon,checkUnreadPosts,net.jforum.entities.LastPostInfo,getPostTimeMillis
net.jforum.view.forum.common.ForumCommon,checkUnreadPosts,net.jforum.entities.LastPostInfo,getTopicId
net.jforum.view.forum.common.ForumCommon,getAllCategoriesAndForums,net.jforum.SessionFacade,getTopicsReadTime
net.jforum.view.forum.common.ForumCommon,getAllCategoriesAndForums,net.jforum.SessionFacade,getUserSession
net.jforum.view.forum.common.ForumCommon,getAllCategoriesAndForums,net.jforum.entities.Category,<init>
net.jforum.view.forum.common.ForumCommon,getAllCategoriesAndForums,net.jforum.entities.Category,getForums
net.jforum.view.forum.common.ForumCommon,getAllCategoriesAndForums,net.jforum.entities.UserSession,getLastVisit
net.jforum.view.forum.common.ForumCommon,getAllCategoriesAndForums,net.jforum.entities.UserSession,getUserId
net.jforum.view.forum.common.ForumCommon,getAllCategoriesAndForums,net.jforum.repository.ForumRepository,getAllCategories
net.jforum.view.forum.common.ForumCommon,getAllCategoriesAndForums,net.jforum.util.preferences.SystemGlobals,getIntValue
net.jforum.view.forum.common.ForumCommon,notifyUsers,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.view.forum.common.ForumCommon,notifyUsers,net.jforum.dao.DataAccessDriver,newForumDAO
net.jforum.view.forum.common.ForumCommon,notifyUsers,net.jforum.dao.ForumDAO,notifyUsers
net.jforum.view.forum.common.ForumCommon,notifyUsers,net.jforum.util.concurrent.Executor,execute
net.jforum.view.forum.common.ForumCommon,notifyUsers,net.jforum.util.mail.EmailSenderTask,<init>
net.jforum.view.forum.common.ForumCommon,notifyUsers,net.jforum.util.mail.ForumNewTopicSpammer,<init>
net.jforum.view.forum.common.ForumCommon,notifyUsers,net.jforum.util.preferences.SystemGlobals,getBoolValue
net.jforum.view.forum.common.PollCommon,fillPollFromRequest,net.jforum.JForumExecutionContext,getRequest
net.jforum.view.forum.common.PollCommon,fillPollFromRequest,net.jforum.context.RequestContext,getIntParameter
net.jforum.view.forum.common.PollCommon,fillPollFromRequest,net.jforum.context.RequestContext,getParameter
net.jforum.view.forum.common.PollCommon,fillPollFromRequest,net.jforum.entities.Poll,<init>
net.jforum.view.forum.common.PollCommon,fillPollFromRequest,net.jforum.entities.Poll,addOption
net.jforum.view.forum.common.PollCommon,fillPollFromRequest,net.jforum.entities.Poll,setLabel
net.jforum.view.forum.common.PollCommon,fillPollFromRequest,net.jforum.entities.Poll,setLength
net.jforum.view.forum.common.PollCommon,fillPollFromRequest,net.jforum.entities.Poll,setStartTime
net.jforum.view.forum.common.PollCommon,fillPollFromRequest,net.jforum.entities.PollOption,<init>
net.jforum.view.forum.common.PollCommon,fillPollFromRequest,net.jforum.entities.PollOption,setId
net.jforum.view.forum.common.PollCommon,fillPollFromRequest,net.jforum.entities.PollOption,setText
net.jforum.view.forum.common.PostCommon,canEditPost,net.jforum.SessionFacade,getUserSession
net.jforum.view.forum.common.PostCommon,canEditPost,net.jforum.SessionFacade,isLogged
net.jforum.view.forum.common.PostCommon,canEditPost,net.jforum.dao.DataAccessDriver,getInstance
net.jforum.view.forum.common.PostCommon,canEditPost,net.jforum.dao.DataAccessDriver,newTopicDAO
net.jforum.view.forum.common.PostCommon,canEditPost,net.jforum.dao.TopicDAO,selectById
net.jforum.view.forum.common.PostCommon,canEditPost,net.jforum.entities.Post,getForumId
net.jforum.view.forum.common.PostCommon,canEditPost,net.jforum.entities.Post,getTopicId
net.jforum.view.forum.common.PostCommon,canEditPost,net.jforum.entities.Post,getUserId
net.jforum.view.forum.common.PostCommon,canEditPost,net.jforum.entities.Topic,getType
net.jforum.view.forum.common.PostCommon,canEditPost,net.jforum.entities.UserSession,getUserId
net.jforum.view.forum.common.PostCommon,canEditPost,net.jforum.entities.UserSession,isModerator
net.jforum.view.forum.common.PostCommon,canEditPost,net.jforum.repository.SecurityRepository,canAccess
net.jforum.view.forum.common.PostCommon,fillPostFromRequest,net.jforum.JForumExecutionContext,getRequest
net.jforum.view.forum.common.PostCommon,fillPostFromRequest,net.jforum.SessionFacade,getUserSession
net.jforum.view.forum.common.PostCommon,fillPostFromRequest,net.jforum.context.RequestContext,getParameter
net.jforum.view.forum.common.PostCommon,fillPostFromRequest,net.jforum.context.RequestContext,getRemoteAddr
net.jforum.view.forum.common.PostCommon,fillPostFromRequest,net.jforum.entities.Post,<init>
net.jforum.view.forum.common.PostCommon,fillPostFromRequest,net.jforum.entities.Post,isHtmlEnabled
net.jforum.view.forum.common.PostCommon,fillPostFromRequest,net.jforum.entities.Post,setBbCodeEnabled
net.jforum.view.forum.common.PostCommon,fillPostFromRequest,net.jforum.entities.Post,setHtmlEnabled
net.jforum.view.forum.common.PostCommon,fillPostFromRequest,net.jforum.entities.Post,setSignatureEnabled
net.jforum.view.forum.common.PostCommon,fillPostFromRequest,net.jforum.entities.Post,setSmiliesEnabled
net.jforum.view.forum.common.PostCommon,fillPostFromRequest,net.jforum.entities.Post,setSubject
net.jforum.view.forum.common.PostCommon,fillPostFromRequest,net.jforum.entities.Post,setText
net.jforum.view.forum.common.PostCommon,fillPostFromRequest,net.jforum.entities.Post,setTime
net.jforum.view.forum.common.PostCommon,fillPostFromRequest,net.jforum.entities.Post,setUserId
